Age,primary_streaming_service,hours_per_day,while_working,Instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,classical,country,edm,folk,gospel,hiphop,jazz,kpop,latin,lofi,metal,pop,r&b,rap,rock,video_game,anxiety,depression,insomnia,ocd,Music effects
41,Spotify,3,TRUE,FALSE,FALSE,Pop,FALSE,TRUE,113,Sometimes,Never,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,9,7,6,2,False effect
20,Spotify,2,TRUE,TRUE,FALSE,Pop,TRUE,FALSE,126,Never,Never,Rarely,Never,Never,Very frequently,Rarely,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,7,4,6,5,Improve
34,Other streaming service,4,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,161,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,6,7,0,0,False effect
21,YouTube Music,3,TRUE,FALSE,TRUE,Metal,TRUE,FALSE,,Sometimes,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Never,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,10,0,10,10,Improve
23,Spotify,2,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,100,Rarely,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Very frequently,Sometimes,Rarely,Sometimes,Rarely,6,3,0,1,Improve
16,Spotify,3,FALSE,FALSE,FALSE,Pop,FALSE,FALSE,140,Rarely,Never,Rarely,Very frequently,Never,Rarely,Rarely,Never,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7,5,5,3,Improve
19,YouTube Music,4,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,156,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Rarely,7,10,5,0,Improve
22,Spotify,2,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,98,Sometimes,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Never,8,6,0,0,Improve
19,Spotify,8,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,100,Very frequently,Never,Never,Never,Never,Sometimes,Never,Very frequently,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,4,3,0,0,Improve
23,Spotify,4,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,78,Rarely,Never,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,7,6,7,5,Improve
23,Spotify,2,FALSE,TRUE,FALSE,Metal,FALSE,TRUE,117,Never,Never,Never,Sometimes,Never,Sometimes,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7,3,2,3,Improve
22,Spotify,1,FALSE,FALSE,TRUE,EDM,TRUE,FALSE,128,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Very frequently,Never,2,7,5,0,Improve
17,Spotify,3,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,130,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Never,7,8,6,5,Improve
28,Spotify,0.5,FALSE,FALSE,FALSE,Folk,TRUE,FALSE,130,Rarely,Never,Sometimes,Very frequently,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Never,Very frequently,Very frequently,4,7,1,0,Improve
23,Spotify,2,FALSE,FALSE,FALSE,Rock,TRUE,TRUE,,Never,Never,Very frequently,Sometimes,Never,Sometimes,Never,Rarely,Sometimes,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Never,7,8,5,1,False effect
19,Apple Music,3,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,126,Never,Never,Rarely,Rarely,Never,Rarely,Never,Never,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Never,5,2,8,6,Improve
17,Spotify,2,TRUE,TRUE,TRUE,Hip hop,TRUE,TRUE,122,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Sometimes,Never,10,7,4,2,Improve
21,YouTube Music,1,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,179,Never,Never,Never,Never,Never,Very frequently,Very frequently,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,6,5,0,0,False effect
29,Other streaming service,5,TRUE,FALSE,FALSE,Jazz,TRUE,TRUE,200,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Rarely,Sometimes,Rarely,7,2,3,1,Improve
22,Spotify,10,FALSE,TRUE,TRUE,EDM,FALSE,TRUE,128,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,4,7,7,3,Improve
18,Spotify,4,TRUE,TRUE,TRUE,Pop,TRUE,TRUE,130,Sometimes,Never,Very frequently,Never,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Never,Sometimes,Sometimes,4,5,6,5,Improve
13,Spotify,2,TRUE,TRUE,TRUE,Rock,TRUE,FALSE,120,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Sometimes,Never,Never,Very frequently,Very frequently,Sometimes,Rarely,Never,7,10,5,6,Worsen
24,Spotify,1,FALSE,FALSE,FALSE,Metal,TRUE,FALSE,86,Sometimes,Never,Sometimes,Rarely,Never,Very frequently,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,6,4,5,0,Improve
35,Spotify,6,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,166,Sometimes,Never,Very frequently,Rarely,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Never,Never,Very frequently,Sometimes,4,1,3,1,False effect
29,YouTube Music,1,TRUE,TRUE,FALSE,Video game music,TRUE,FALSE,110,Sometimes,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Very frequently,6,6,1,2,Improve
28,Spotify,6,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,144,Sometimes,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,Very frequently,Very frequently,10,8,7,1,Improve
32,Spotify,7,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,120,Sometimes,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Rarely,10,8,2,8,Improve
32,Other streaming service,1,FALSE,FALSE,FALSE,EDM,TRUE,FALSE,120,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Very frequently,Never,3,6,2,0,False effect
21,Spotify,3,TRUE,TRUE,FALSE,Rock,TRUE,FALSE,160,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,8,9,2,0,Improve
18,Spotify,2,TRUE,TRUE,FALSE,Video game music,FALSE,TRUE,101,Never,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,8,3,8,7,Improve
19,Spotify,3,TRUE,TRUE,FALSE,Classical,TRUE,FALSE,122,Very frequently,Never,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,3,3,1,2,Improve
18,Apple Music,2,TRUE,TRUE,FALSE,Pop,TRUE,TRUE,,Rarely,Never,Never,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Sometimes,Never,6,5,2,0,Improve
16,YouTube Music,3,TRUE,FALSE,TRUE,Pop,FALSE,FALSE,,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Rarely,Rarely,Very frequently,Never,Never,Sometimes,Never,0,0,4,0,False effect
25,Spotify,1.5,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,61,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Never,Very frequently,Sometimes,Rarely,6,5,0,2,Improve
17,Spotify,4,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,79,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Very frequently,Rarely,Never,Very frequently,Rarely,3,8,0,0,Improve
16,Spotify,2,TRUE,FALSE,FALSE,Rap,TRUE,TRUE,126,Very frequently,Never,Rarely,Never,Rarely,Very frequently,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,1,8,0,0,False effect
27,Spotify,10,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,185,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,5,6,6,3,Improve
53,Spotify,7,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,92,Very frequently,Never,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Very frequently,0,0,0,0,Improve
25,Spotify,1,TRUE,FALSE,FALSE,EDM,FALSE,FALSE,107,Never,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Rarely,Very frequently,0,8,0,0,Improve
34,Spotify,2,FALSE,FALSE,FALSE,Metal,FALSE,FALSE,120,Never,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Never,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,3,7,0,0,Improve
22,Other streaming service,6,TRUE,TRUE,TRUE,Jazz,TRUE,TRUE,140,Sometimes,Never,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Rarely,8,8,8,5,Improve
17,Spotify,2,TRUE,TRUE,TRUE,Jazz,TRUE,FALSE,94,Sometimes,Never,Very frequently,Never,Never,Rarely,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Sometimes,5,2,3,4,Improve
26,Spotify,3,TRUE,TRUE,FALSE,Folk,TRUE,FALSE,160,Rarely,Never,Rarely,Rarely,Never,Rarely,Never,Rarely,Never,Rarely,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Very frequently,8,8,3,0,Improve
19,Spotify,8,TRUE,FALSE,FALSE,EDM,TRUE,FALSE,174,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,6,8,8,0,Improve
21,Spotify,3,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,136,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Rarely,Very frequently,Sometimes,6,8,6,0,Worsen
32,Spotify,3,TRUE,TRUE,TRUE,Rock,TRUE,TRUE,144,Rarely,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Never,6,6,7,5,Improve
21,I do Falset use a streaming service.,3,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,77,Never,Never,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Never,Never,Very frequently,Sometimes,9,10,3,0,False effect
25,Spotify,2,FALSE,TRUE,FALSE,Pop,FALSE,FALSE,120,Rarely,Never,Rarely,Never,Never,Very frequently,Rarely,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Very frequently,Never,7,7,5,0,Improve
26,Spotify,1,FALSE,FALSE,FALSE,Rock,FALSE,FALSE,,Rarely,Never,Sometimes,Never,Never,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,10,7,2,8,False effect
21,Spotify,2,TRUE,TRUE,FALSE,Metal,TRUE,TRUE,,Rarely,Never,Sometimes,Never,Never,Rarely,Rarely,Never,Never,Never,Rarely,Very frequently,Very frequently,Very frequently,Very frequently,Never,1,3,0,6,False effect
17,Spotify,2,TRUE,TRUE,FALSE,Pop,FALSE,TRUE,,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Never,Rarely,5,3,2,1,Improve
28,I do Falset use a streaming service.,4,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,194,Rarely,Never,Very frequently,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,6,8,1,6,Improve
41,YouTube Music,4,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,60,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Very frequently,Never,7,2,0,7,Improve
18,Spotify,1,TRUE,TRUE,FALSE,Metal,TRUE,TRUE,190,Rarely,Never,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Rarely,Very frequently,Rarely,6,9,9,0,Improve
22,Spotify,2,FALSE,FALSE,FALSE,R&B,FALSE,TRUE,87,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Never,1,1,4,1,False effect
18,Other streaming service,2,TRUE,FALSE,FALSE,K pop,FALSE,TRUE,122,Rarely,Never,Rarely,Never,Never,Sometimes,Never,Never,Never,Sometimes,Never,Rarely,Rarely,Very frequently,Never,Rarely,0,2,0,0,
49,Other streaming service,1,TRUE,FALSE,FALSE,EDM,TRUE,FALSE,156,Sometimes,Never,Sometimes,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,8,8,2,0,Improve
21,Spotify,3,TRUE,TRUE,TRUE,Metal,TRUE,FALSE,150,Sometimes,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Very frequently,Rarely,Sometimes,Never,3,3,7,0,False effect
27,Spotify,10,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,194,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Very frequently,Never,Sometimes,Sometimes,Rarely,8,8,3,0,Improve
19,Spotify,1,FALSE,FALSE,TRUE,Metal,TRUE,TRUE,160,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Sometimes,6,4,0,3,False effect
27,Spotify,3,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,171,Sometimes,Never,Sometimes,Rarely,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Never,Very frequently,Sometimes,1,0,0,0,Improve
27,Spotify,1.5,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,95,Never,Never,Very frequently,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Sometimes,Rarely,Very frequently,Very frequently,5,5,4,4,Improve
19,Spotify,3,TRUE,TRUE,FALSE,K pop,TRUE,TRUE,114,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Sometimes,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Sometimes,Very frequently,8,9,6,0,
42,YouTube Music,2.5,TRUE,TRUE,FALSE,Rock,FALSE,TRUE,148,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Never,Never,Sometimes,Never,Very frequently,Never,Sometimes,Sometimes,Never,8,8,7,6,Improve
60,Pandora,2,TRUE,FALSE,FALSE,Gospel,FALSE,FALSE,119,Rarely,Never,Rarely,Never,Never,Sometimes,Rarely,Never,Rarely,Never,Never,Very frequently,Never,Rarely,Sometimes,Very frequently,3,0,2,0,Improve
19,YouTube Music,5,TRUE,FALSE,FALSE,Metal,FALSE,TRUE,136,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Sometimes,Rarely,0,5,1,0,False effect
20,Apple Music,2,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,141,Rarely,Never,Very frequently,Never,Never,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Very frequently,Very frequently,6,3,0,0,Improve
28,Spotify,2,FALSE,FALSE,TRUE,Metal,FALSE,FALSE,146,Rarely,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Rarely,Never,Very frequently,Never,1,7,5,1,Improve
16,I do Falset use a streaming service.,2,FALSE,TRUE,TRUE,Video game music,TRUE,FALSE,,Sometimes,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Very frequently,Very frequently,Never,Very frequently,Very frequently,Very frequently,4,2,1,1,False effect
18,Spotify,2,TRUE,FALSE,FALSE,R&B,FALSE,TRUE,164,Sometimes,Never,Very frequently,Never,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Very frequently,Very frequently,Sometimes,5,6,0,1,False effect
34,Spotify,1,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,Never,1,0,0,0,False effect
18,YouTube Music,1.5,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,,Never,Never,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Sometimes,Very frequently,Never,Rarely,Sometimes,Never,8,6,5,2,Improve
21,Spotify,5,TRUE,TRUE,TRUE,Folk,TRUE,TRUE,128,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,9,4,0,3,Improve
38,Spotify,0.5,FALSE,FALSE,FALSE,Rock,TRUE,TRUE,,Never,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,4,6,6,4,Improve
17,Spotify,2,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,,Never,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Never,Rarely,Never,Very frequently,Never,Rarely,Never,Very frequently,7,3,1,5,Improve
35,Other streaming service,0.5,FALSE,FALSE,FALSE,Pop,FALSE,FALSE,,Sometimes,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Sometimes,Rarely,Never,Rarely,Never,Never,10,3,1,0,False effect
21,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Rock,FALSE,TRUE,101,Rarely,Never,Rarely,Never,Rarely,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Sometimes,Very frequently,Very frequently,Never,Never,8,8,3,0,Improve
25,Apple Music,2.5,TRUE,FALSE,FALSE,R&B,FALSE,FALSE,,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,Very frequently,Never,Never,Very frequently,Sometimes,7,6,5,4,Improve
18,Spotify,2,TRUE,TRUE,FALSE,K pop,TRUE,TRUE,98,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Sometimes,7,2,3,5,Improve
16,Apple Music,2,FALSE,FALSE,FALSE,Pop,TRUE,FALSE,145,Never,Never,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Sometimes,10,3.5,5,10,Improve
19,Spotify,1,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,94,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Never,Never,Never,Never,7,5,1,2,Improve
31,Spotify,4,TRUE,TRUE,FALSE,Classical,FALSE,TRUE,103,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Very frequently,6,8,9,5,Improve
26,Spotify,5,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,2,9,2,1,False effect
16,Spotify,2,TRUE,TRUE,TRUE,Rock,FALSE,FALSE,112,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Rarely,7,4,10,2,Improve
26,Spotify,2,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,,Very frequently,Never,Sometimes,Rarely,Never,Never,Rarely,Rarely,Never,Never,Rarely,Very frequently,Never,Never,Sometimes,Sometimes,7,5,6,0,Improve
17,Spotify,2,TRUE,FALSE,FALSE,R&B,TRUE,TRUE,118,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,6,1,0,0,Improve
22,Spotify,1,TRUE,TRUE,FALSE,Video game music,TRUE,TRUE,,Sometimes,Never,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,3,6,1,1,Improve
20,Apple Music,4,TRUE,FALSE,FALSE,R&B,TRUE,TRUE,113,Sometimes,Never,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Sometimes,9,10,3,0,Improve
30,Spotify,1,FALSE,TRUE,FALSE,Rock,TRUE,FALSE,162,Sometimes,Never,Sometimes,Never,Never,Never,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Never,8,5,8,9,Improve
26,Other streaming service,4,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,,Rarely,Never,Never,Never,Never,Rarely,Rarely,Never,Never,Sometimes,Rarely,Very frequently,Very frequently,Never,Never,Sometimes,8,7,7,3,Improve
19,Spotify,5,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,111,Sometimes,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Never,9,9,9,3,False effect
21,,5,TRUE,FALSE,FALSE,Country,TRUE,FALSE,85,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,9,8,9,7,Improve
33,Spotify,7,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,134,Rarely,Never,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,9,3,7,8,Improve
28,YouTube Music,2,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,172,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Never,10,8,6,2,Improve
25,Spotify,3,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,180,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,Sometimes,Never,Never,Never,Never,9,6,3,0,Improve
22,YouTube Music,2,TRUE,FALSE,FALSE,Pop,FALSE,FALSE,120,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Rarely,Rarely,Never,Rarely,7,7,8,3,Improve
19,Spotify,3,TRUE,FALSE,TRUE,Rock,TRUE,TRUE,76,Sometimes,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,9,10,4,0,Improve
44,Other streaming service,3,TRUE,FALSE,FALSE,Folk,TRUE,TRUE,130,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,Very frequently,Sometimes,Never,9,9,8,2,Improve
22,Spotify,3,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,,Never,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Sometimes,Rarely,Never,Never,9,10,3,9,Improve
26,Spotify,5,TRUE,TRUE,TRUE,Metal,TRUE,TRUE,109,Sometimes,Never,Never,Never,Never,Never,Sometimes,Never,Never,Never,Never,Rarely,Never,Never,Rarely,Never,10,9,8,8,Improve
23,I do Falset use a streaming service.,6,TRUE,FALSE,TRUE,Classical,FALSE,TRUE,96,Very frequently,Never,Never,Sometimes,Never,Never,Rarely,Never,Never,Never,Very frequently,Never,Never,Never,Sometimes,Rarely,6,5,6,8,Improve
17,Spotify,2,FALSE,FALSE,FALSE,R&B,FALSE,TRUE,148,Sometimes,Never,Very frequently,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Never,Very frequently,Very frequently,Very frequently,Never,Never,8,6,10,3,Improve
42,YouTube Music,2,FALSE,FALSE,FALSE,Metal,TRUE,FALSE,,Sometimes,Never,Never,Rarely,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Never,Never,Never,Very frequently,8,3,6,4,Improve
30,Spotify,1,FALSE,TRUE,FALSE,Rock,TRUE,FALSE,129,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,4,2,1,3,Improve
35,Spotify,1,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,81,Sometimes,Never,Sometimes,Never,Never,Sometimes,Rarely,Never,Never,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,2,1,1,1,False effect
20,Spotify,3,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,136,Never,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,10,10,7,3,Improve
18,Spotify,3,TRUE,FALSE,FALSE,Rap,TRUE,TRUE,155,Rarely,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,8,9,0,0,Improve
21,Spotify,1,FALSE,FALSE,FALSE,Pop,FALSE,TRUE,,Never,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,4,9,6,2,False effect
19,Spotify,6,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,52,Never,Never,Never,Never,Never,Very frequently,Never,Rarely,Never,Rarely,Never,Rarely,Never,Very frequently,Never,Never,4,2,0,0,Improve
37,Spotify,4,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,97,Rarely,Never,Very frequently,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Very frequently,9,2,7,7,Improve
31,Spotify,2,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,92,Sometimes,Never,Never,Sometimes,Never,Sometimes,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,8,6,7,5,Improve
29,Spotify,2,TRUE,TRUE,FALSE,Folk,TRUE,TRUE,100,Never,Never,Sometimes,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Rarely,6,5,4,2,Improve
20,Spotify,3,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,120,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,8,5,2,3,Improve
