Age,primary_streaming_service,hours_per_day,while_working,Instrumentalist,composer,fav_genre,exploratory,foreign_languages,bpm,classical,country,edm,folk,gospel,hiphop,jazz,kpop,latin,lofi,metal,pop,r&b,rap,rock,video_game,anxiety,depression,insomnia,ocd,Music effects
22,Spotify,3,TRUE,TRUE,TRUE,EDM,TRUE,FALSE,140,Rarely,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Sometimes,Very frequently,Rarely,Never,5,4,2,0,Improve
23,Spotify,5,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,120,Very frequently,Never,Never,Rarely,Never,Sometimes,Sometimes,Never,Sometimes,Never,Never,Never,Sometimes,Sometimes,Very frequently,Never,7,10,10,1,Improve
19,Spotify,5,TRUE,FALSE,FALSE,Country,TRUE,TRUE,118,Rarely,Never,Never,Rarely,Never,Never,Never,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,7,6,8,4,Improve
32,Spotify,6,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,91,Never,Never,Never,Never,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Very frequently,8,7,0,9,Improve
40,Spotify,6,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,128,Sometimes,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Never,Very frequently,Sometimes,10,7,3,3,False effect
21,Spotify,3,TRUE,FALSE,FALSE,Country,TRUE,FALSE,86,Never,Never,Very frequently,Never,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,6,5,5,3,Improve
21,Spotify,10,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,107,Rarely,Never,Never,Rarely,Never,Never,Sometimes,Never,Never,Rarely,Never,Sometimes,Rarely,Never,Very frequently,Never,8,7,6,8,False effect
23,Spotify,2,TRUE,FALSE,FALSE,Video game music,TRUE,TRUE,180,Sometimes,Never,Very frequently,Never,Never,Sometimes,Rarely,Never,Never,Very frequently,Never,Very frequently,Never,Rarely,Rarely,Very frequently,10,7,7,3,Worsen
21,YouTube Music,2,TRUE,FALSE,FALSE,EDM,FALSE,TRUE,,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Rarely,10,10,5,7,
35,Spotify,3,FALSE,TRUE,FALSE,Folk,TRUE,FALSE,0,Sometimes,Never,Rarely,Rarely,Never,Sometimes,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Never,8,2,2,8,False effect
18,Spotify,1.5,FALSE,FALSE,FALSE,Hip hop,FALSE,FALSE,150,Never,Never,Rarely,Sometimes,Never,Never,Never,Never,Very frequently,Very frequently,Very frequently,Sometimes,Never,Never,Very frequently,Very frequently,3,7,4,0,Improve
21,I do Falset use a streaming service.,10,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,112,Never,Never,Sometimes,Rarely,Never,Never,Sometimes,Very frequently,Never,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,9,7,5,5,Improve
22,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Video game music,FALSE,TRUE,,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,5,3,0,0,Improve
23,Spotify,3,TRUE,TRUE,TRUE,Rock,TRUE,TRUE,66,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Never,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,10,7,0,10,Improve
13,Spotify,2.5,TRUE,FALSE,FALSE,Folk,FALSE,FALSE,118,Never,Rarely,Never,Never,Never,Never,Very frequently,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,8,0,0,3,Improve
19,Spotify,3,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,110,Sometimes,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Rarely,6,0,3,0,Improve
33,YouTube Music,0.5,TRUE,TRUE,FALSE,Rock,FALSE,FALSE,80,Sometimes,Rarely,Rarely,Never,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Never,Very frequently,Sometimes,Never,7,9,4,6,Improve
18,Spotify,16,TRUE,FALSE,TRUE,Jazz,TRUE,TRUE,90,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Very frequently,Sometimes,Rarely,3,2,5,6,Improve
17,YouTube Music,6,TRUE,TRUE,FALSE,Classical,TRUE,TRUE,120,Very frequently,Rarely,Sometimes,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Very frequently,Never,Never,Never,Rarely,4,2,0,0,Improve
16,Spotify,3,TRUE,FALSE,FALSE,EDM,TRUE,TRUE,100,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Never,Rarely,Never,Sometimes,Never,Sometimes,Rarely,Very frequently,Sometimes,4,2,0,0,Improve
18,YouTube Music,0.5,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,66,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Never,Sometimes,Never,Very frequently,Sometimes,Sometimes,Sometimes,Never,5,3,1,0,False effect
19,Spotify,5,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,158,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Never,Never,4,2,2,1,Improve
15,YouTube Music,2,FALSE,TRUE,FALSE,Rap,TRUE,TRUE,105,Very frequently,Rarely,Rarely,Very frequently,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,4,0,6,5,False effect
17,Spotify,2,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,208,Never,Rarely,Rarely,Very frequently,Never,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Very frequently,Rarely,Sometimes,Very frequently,Rarely,7,6,3,1,Improve
25,Spotify,2,TRUE,FALSE,FALSE,Lofi,TRUE,TRUE,91,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Never,7,8,6,2,Improve
24,Other streaming service,1.5,TRUE,FALSE,FALSE,Video game music,FALSE,TRUE,171,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Never,Sometimes,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Rarely,3,4,1,1,Improve
23,Spotify,1,TRUE,TRUE,FALSE,Jazz,TRUE,FALSE,150,Rarely,Rarely,Never,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,9,7,2,1,Improve
16,Spotify,10,TRUE,TRUE,FALSE,EDM,TRUE,TRUE,180,Rarely,Rarely,Never,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Very frequently,Sometimes,Never,Sometimes,Sometimes,10,9,3,2,Improve
25,YouTube Music,2,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,,Rarely,Rarely,Sometimes,Never,Never,Very frequently,Sometimes,Rarely,Never,Sometimes,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Sometimes,9,9,7,3,Improve
16,Spotify,15,TRUE,TRUE,TRUE,EDM,TRUE,FALSE,85,Rarely,Rarely,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,8,10,9,2,Improve
20,I do Falset use a streaming service.,0.5,FALSE,FALSE,FALSE,Metal,TRUE,TRUE,150,Sometimes,Rarely,Sometimes,Rarely,Never,Very frequently,Very frequently,Never,Never,Never,Sometimes,Rarely,Rarely,Very frequently,Very frequently,Rarely,8,9,6,4,Improve
17,Spotify,3,TRUE,FALSE,FALSE,Metal,TRUE,FALSE,104,Never,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Rarely,Never,Very frequently,Sometimes,Rarely,Rarely,Never,5,6,9,9,Improve
29,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Metal,TRUE,FALSE,,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,Never,Sometimes,Rarely,Rarely,Never,Sometimes,Sometimes,9,3,7,2,Improve
20,Spotify,4,TRUE,FALSE,FALSE,Hip hop,TRUE,FALSE,85,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Rarely,Never,Rarely,Very frequently,Sometimes,Never,Rarely,Very frequently,Very frequently,3,2,1,6,Improve
16,Spotify,2,TRUE,FALSE,FALSE,Folk,TRUE,FALSE,,Never,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,7,7,4,0,Improve
21,Spotify,1,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,147,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Very frequently,7,9,1,2,Improve
16,Spotify,24,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,120,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Very frequently,Rarely,5,1,9,1,Improve
43,Spotify,1,TRUE,FALSE,FALSE,Pop,TRUE,FALSE,134,Sometimes,Rarely,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Sometimes,Never,3,3,0,0,Improve
32,Pandora,2,TRUE,TRUE,FALSE,Classical,TRUE,FALSE,,Very frequently,Rarely,Very frequently,Never,Never,Sometimes,Never,Very frequently,Never,Never,Never,Rarely,Very frequently,Rarely,Never,Never,8,7,5,4,Improve
10,YouTube Music,2,TRUE,TRUE,FALSE,Pop,TRUE,TRUE,112,Very frequently,Rarely,Very frequently,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Never,Very frequently,Rarely,Sometimes,Rarely,Very frequently,8,2,1,1,Improve
27,Spotify,3,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,200,Rarely,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,4,0,0,0,Improve
24,Spotify,3,TRUE,TRUE,FALSE,Classical,FALSE,TRUE,75,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Never,Never,Very frequently,Never,9,6,1,1,Improve
18,Spotify,2,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,20,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Rarely,Sometimes,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Sometimes,Very frequently,10,7,2,0,Improve
17,Apple Music,7,TRUE,FALSE,FALSE,Rock,FALSE,FALSE,140,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Never,Never,Never,Sometimes,Very frequently,Rarely,Never,Very frequently,Rarely,8,7,7,4,Improve
19,Spotify,6,TRUE,FALSE,FALSE,Metal,TRUE,FALSE,111,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Rarely,Very frequently,Never,1,0,0,0,Improve
16,YouTube Music,3,TRUE,FALSE,FALSE,Rock,TRUE,TRUE,150,Sometimes,Rarely,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Never,5,7,1,4,Improve
64,Other streaming service,5,TRUE,FALSE,TRUE,Rock,TRUE,FALSE,,Sometimes,Rarely,Never,Never,Never,Sometimes,Never,Never,Never,Rarely,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,7,6,9,2,Improve
33,Apple Music,4,TRUE,TRUE,TRUE,Lofi,TRUE,TRUE,114,Sometimes,Rarely,Never,Very frequently,Never,Never,Rarely,Never,Never,Rarely,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,8,8,2,2,Improve
32,I do Falset use a streaming service.,3,TRUE,TRUE,FALSE,Rock,FALSE,TRUE,93,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Never,Never,Never,Very frequently,Very frequently,Never,Never,Very frequently,Rarely,2,2,8,0,False effect
15,Pandora,2,TRUE,TRUE,FALSE,Pop,TRUE,FALSE,145,Rarely,Rarely,Rarely,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,6,0,0,2,Improve
27,YouTube Music,3,TRUE,FALSE,FALSE,Metal,TRUE,TRUE,100,Very frequently,Rarely,Never,Rarely,Never,Sometimes,Rarely,Never,Never,Very frequently,Sometimes,Rarely,Sometimes,Sometimes,Very frequently,Rarely,2,0,1,0,Improve
20,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Rock,TRUE,FALSE,114,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,6,2,6,7,False effect
23,I do Falset use a streaming service.,2,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,109,Rarely,Rarely,Sometimes,Very frequently,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Sometimes,6,1,0,5,Improve
19,Apple Music,3,FALSE,TRUE,FALSE,Classical,TRUE,FALSE,,Very frequently,Rarely,Never,Sometimes,Never,Rarely,Rarely,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Very frequently,7,6,4,0,Improve
12,YouTube Music,2,TRUE,TRUE,TRUE,Classical,FALSE,FALSE,,Very frequently,Rarely,Never,Never,Never,Never,Never,Rarely,Never,Sometimes,Never,Very frequently,Never,Never,Rarely,Sometimes,0,0,3,0,Improve
16,Other streaming service,3,TRUE,TRUE,TRUE,Classical,FALSE,FALSE,72,Very frequently,Rarely,Never,Never,Never,Rarely,Never,Very frequently,Rarely,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Never,9,7,10,6,False effect
17,Other streaming service,0,FALSE,FALSE,FALSE,Video game music,FALSE,TRUE,89,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Never,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Never,10,0,0,0,False effect
14,Spotify,1,TRUE,TRUE,FALSE,Pop,TRUE,FALSE,140,Rarely,Rarely,Very frequently,Very frequently,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Sometimes,6,6,3,0,Improve
32,Spotify,2,TRUE,FALSE,FALSE,Metal,TRUE,FALSE,84,Rarely,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,4,3,1,6,Improve
20,Spotify,2,TRUE,TRUE,FALSE,Pop,FALSE,TRUE,132,Never,Rarely,Sometimes,Very frequently,Never,Sometimes,Rarely,Never,Sometimes,Very frequently,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,6,2,2,1,False effect
54,I do Falset use a streaming service.,6,TRUE,FALSE,FALSE,Classical,FALSE,FALSE,,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Rarely,Rarely,Never,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Sometimes,2,2,3,2,Improve
18,Spotify,5,TRUE,FALSE,FALSE,K pop,TRUE,TRUE,124,Never,Rarely,Sometimes,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Very frequently,Sometimes,7,4,5,6,Improve
14,Spotify,2,TRUE,TRUE,FALSE,Classical,TRUE,FALSE,181,Very frequently,Rarely,Very frequently,Rarely,Never,Sometimes,Very frequently,Never,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Sometimes,Rarely,7,5,3,2,Improve
13,Other streaming service,4,TRUE,TRUE,TRUE,Classical,TRUE,FALSE,126,Very frequently,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Very frequently,Never,Never,Sometimes,Very frequently,Sometimes,8,5,10,3,Improve
19,Apple Music,8,TRUE,FALSE,TRUE,Country,TRUE,FALSE,109,Never,Rarely,Never,Never,Rarely,Sometimes,Sometimes,Rarely,Never,Sometimes,Never,Sometimes,Sometimes,Rarely,Rarely,Sometimes,7,5,6,5,Improve
14,Spotify,4,TRUE,TRUE,FALSE,Classical,TRUE,FALSE,106,Very frequently,Rarely,Rarely,Never,Never,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,6,8,8,2,Improve
14,YouTube Music,1.5,FALSE,TRUE,FALSE,Classical,TRUE,,140,Very frequently,Rarely,Never,Very frequently,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Rarely,Very frequently,Rarely,1,2,4,3,Improve
18,Apple Music,2,TRUE,TRUE,FALSE,Rap,TRUE,TRUE,170,Very frequently,Rarely,Rarely,Rarely,Never,Never,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Never,Rarely,Very frequently,Very frequently,3,2,0,2,Improve
15,Spotify,5,TRUE,FALSE,FALSE,Folk,TRUE,TRUE,87,Rarely,Rarely,Rarely,Very frequently,Never,Rarely,Never,Never,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Very frequently,Very frequently,6,7,7,4,Improve
24,YouTube Music,6,TRUE,TRUE,FALSE,Classical,FALSE,FALSE,,Very frequently,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Sometimes,Never,Rarely,6,7,2,0,False effect
17,Apple Music,2,TRUE,FALSE,FALSE,Pop,FALSE,TRUE,117,Rarely,Rarely,Never,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Rarely,9,8,4,8,Improve
44,Spotify,2,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,105,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Sometimes,7,7,2,1,Improve
23,Spotify,1,FALSE,TRUE,FALSE,Rock,TRUE,FALSE,,Sometimes,Rarely,Rarely,Rarely,Never,Sometimes,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Very frequently,Rarely,1,0,1,0,Improve
21,Apple Music,1,FALSE,FALSE,FALSE,Rap,FALSE,FALSE,160,Rarely,Rarely,Rarely,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,4,3,4,5,Improve
57,Other streaming service,2,FALSE,FALSE,FALSE,R&B,TRUE,FALSE,,Rarely,Rarely,Never,Very frequently,Never,Rarely,Never,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Rarely,2,0,0,0,Improve
23,Spotify,2,TRUE,TRUE,FALSE,Rock,TRUE,TRUE,141,Rarely,Rarely,Very frequently,Rarely,Rarely,Rarely,Sometimes,Sometimes,Never,Rarely,Very frequently,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,0,5,7,0,False effect
18,Spotify,1,TRUE,TRUE,FALSE,Pop,FALSE,TRUE,105,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Never,Never,Never,Never,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Rarely,8,7,7,0,Improve
26,Spotify,14,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,158,Sometimes,Rarely,Sometimes,Rarely,Never,Sometimes,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Rarely,Sometimes,Rarely,5,10,8,0,False effect
13,YouTube Music,3,TRUE,,TRUE,Classical,FALSE,FALSE,80,Very frequently,Rarely,Rarely,Sometimes,Never,Sometimes,Rarely,Rarely,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,8,7,9,2,Improve
15,Spotify,3,TRUE,TRUE,TRUE,Classical,TRUE,FALSE,118,Very frequently,Rarely,Rarely,Very frequently,Never,Rarely,Sometimes,Never,Never,Sometimes,Sometimes,Very frequently,Rarely,Rarely,Very frequently,Sometimes,9,6,8,5,Improve
57,YouTube Music,2,TRUE,TRUE,TRUE,Rock,TRUE,FALSE,125,Never,Rarely,Sometimes,Rarely,Never,Rarely,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Rarely,Sometimes,Very frequently,2,2,7,0,False effect
12,Spotify,0.5,TRUE,TRUE,TRUE,Classical,TRUE,TRUE,109,Very frequently,Rarely,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Very frequently,Sometimes,Very frequently,Never,Rarely,Sometimes,Sometimes,7,8,6,2,Improve
26,Spotify,6,TRUE,FALSE,FALSE,EDM,FALSE,TRUE,156,Never,Rarely,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Never,Never,Rarely,Very frequently,Rarely,Sometimes,Sometimes,Never,10,10,8,2,False effect
17,Spotify,1,TRUE,TRUE,FALSE,Country,FALSE,FALSE,105,Never,Rarely,Never,Very frequently,Never,Rarely,Sometimes,Never,Never,Rarely,Rarely,Rarely,Never,Never,Sometimes,Very frequently,8,5,2,3,Improve
17,Spotify,2,TRUE,TRUE,FALSE,Classical,TRUE,TRUE,,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,7,8,2,5,Improve
69,Pandora,4,TRUE,TRUE,TRUE,Classical,TRUE,TRUE,72,Very frequently,Rarely,Never,Very frequently,Rarely,Never,Rarely,Never,Never,Sometimes,Sometimes,Rarely,Never,Never,Very frequently,Never,1,1,2,0,Improve
17,Spotify,3,TRUE,TRUE,TRUE,R&B,TRUE,TRUE,148,Very frequently,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Never,Very frequently,Rarely,Never,Never,Very frequently,Never,9,10,10,3,False effect
32,Spotify,12,TRUE,TRUE,TRUE,Jazz,TRUE,TRUE,200,Never,Rarely,Very frequently,Rarely,Never,Sometimes,Sometimes,Sometimes,Never,Rarely,Very frequently,Very frequently,Rarely,Sometimes,Very frequently,Rarely,9,4,4,4,Improve
22,YouTube Music,3,FALSE,TRUE,FALSE,Classical,TRUE,FALSE,113,Very frequently,Rarely,Rarely,Sometimes,Rarely,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,Very frequently,Very frequently,Sometimes,Rarely,Sometimes,Rarely,8,2,4,0,False effect
38,Spotify,1,FALSE,FALSE,FALSE,Metal,TRUE,TRUE,191,Rarely,Rarely,Very frequently,Rarely,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,1,5,1,Improve
18,YouTube Music,10,TRUE,FALSE,FALSE,EDM,TRUE,FALSE,140,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Sometimes,Never,Sometimes,Rarely,Rarely,Rarely,Very frequently,Sometimes,10,9,9,8,Improve
14,Spotify,5,TRUE,TRUE,FALSE,Classical,TRUE,TRUE,40,Very frequently,Rarely,Very frequently,Rarely,Never,Rarely,Rarely,Never,Never,Very frequently,Rarely,Sometimes,Never,Rarely,Rarely,Very frequently,3,0,2,3,Improve
14,Other streaming service,0.5,TRUE,TRUE,FALSE,Video game music,TRUE,TRUE,173,Very frequently,Rarely,Rarely,Never,Never,Very frequently,Never,Rarely,Never,Never,Very frequently,Sometimes,Sometimes,Very frequently,Very frequently,Sometimes,4,0,4,0,Improve
19,Spotify,5,TRUE,TRUE,TRUE,Metal,TRUE,TRUE,180,Rarely,Rarely,Rarely,Sometimes,Never,Rarely,Never,Sometimes,Never,Rarely,Very frequently,Very frequently,Sometimes,Very frequently,Sometimes,Very frequently,2,3,5,2,Improve
20,YouTube Music,3,TRUE,TRUE,TRUE,Classical,TRUE,FALSE,100,Very frequently,Rarely,Never,Never,Never,Rarely,Sometimes,Never,Never,Never,Very frequently,Sometimes,Sometimes,Rarely,Very frequently,Never,2,3,3,0,Improve
18,Spotify,2,FALSE,FALSE,FALSE,Rock,TRUE,FALSE,123,Never,Rarely,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Very frequently,Very frequently,Rarely,Rarely,Sometimes,Very frequently,Very frequently,8,4,3,0,Improve
30,Spotify,13,,FALSE,FALSE,K pop,TRUE,TRUE,145,Sometimes,Rarely,Sometimes,Rarely,Rarely,Sometimes,Rarely,Never,Never,Very frequently,Rarely,Very frequently,Never,Never,Very frequently,Very frequently,10,10,10,7,Improve
31,I do Falset use a streaming service.,4,TRUE,TRUE,FALSE,Classical,TRUE,TRUE,55,Very frequently,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Very frequently,Sometimes,Rarely,Rarely,Very frequently,Never,8,8,9,3,Improve
72,Spotify,6,TRUE,TRUE,TRUE,Rock,FALSE,FALSE,77,Never,Rarely,Very frequently,Rarely,Rarely,Rarely,Very frequently,Sometimes,Never,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Very frequently,Sometimes,0,1,0,2,Improve
73,Pandora,3,TRUE,FALSE,FALSE,R&B,TRUE,TRUE,4,Sometimes,Rarely,Very frequently,Never,Never,Sometimes,Very frequently,Very frequently,Sometimes,Sometimes,Sometimes,Very frequently,Very frequently,Rarely,Sometimes,Sometimes,5,4,0,1,Improve
16,Spotify,4,TRUE,FALSE,FALSE,Pop,TRUE,TRUE,150,Rarely,Rarely,Never,Sometimes,Never,Sometimes,Very frequently,Never,Rarely,Never,Sometimes,Very frequently,Very frequently,Very frequently,Very frequently,Never,7.5,5,7,8.5,Improve
19,YouTube Music,3,FALSE,TRUE,FALSE,Rap,TRUE,TRUE,73,Rarely,Rarely,Never,Sometimes,Rarely,Sometimes,Rarely,Rarely,Never,Rarely,Sometimes,Sometimes,Rarely,Sometimes,Very frequently,Sometimes,3,3,0,0,Improve
16,Spotify,2,TRUE,TRUE,FALSE,Classical,FALSE,FALSE,155,Very frequently,Rarely,Sometimes,Rarely,Never,Rarely,Never,Sometimes,Rarely,Sometimes,Very frequently,Rarely,Never,Rarely,Very frequently,Sometimes,7,5,3,1,Improve
12,Spotify,2,TRUE,TRUE,TRUE,Classical,TRUE,TRUE,,Very frequently,Rarely,Never,Rarely,Rarely,Sometimes,Never,Never,Never,Never,Never,Very frequently,Rarely,Sometimes,Sometimes,Rarely,8,0,1,6,Improve
39,Spotify,1,TRUE,FALSE,FALSE,Hip hop,TRUE,TRUE,89,Never,Rarely,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Sometimes,Sometimes,Rarely,Rarely,Very frequently,Rarely,6,4,1,1,Improve
15,Spotify,6,TRUE,TRUE,FALSE,K pop,TRUE,TRUE,110,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,8,8,7,10,False effect
